Sentence #,Word,Sentiment,Aspect,Sentiment_Score,Aspect_Score
Sentence 6,필요하기도,O,O,0,0
Sentence 6,하고,O,O,0,0
Sentence 6,본연의,O,O,0,0
Sentence 6,기능에는,O,O,0,0
Sentence 6,문제가,O,O,0,0
Sentence 6,없어,O,O,0,0
Sentence 6,그냥,O,O,0,0
Sentence 6,쓰려고하지만,O,O,0,0
Sentence 6,아쉽습니다,O,O,0,0
Sentence 7,참고하세요~,O,O,0,0
Sentence 8,가격,O,O,0,0
Sentence 8,다른,O,O,0,0
Sentence 8,곳에,O,O,0,0
Sentence 8,비해,O,O,0,0
Sentence 8,저렴한,O,O,0,0
Sentence 8,편인것,O,O,0,0
Sentence 8,같아요,O,O,0,0
Sentence 8,배송도,B-긍정,B-배송,B-1,B-1
Sentence 8,빠르고,I-긍정,I-배송,I-1,I-1
Sentence 8,안전하게,I-긍정,I-배송,I-1,I-1
Sentence 8,왔어요,I-긍정,I-배송,I-1,I-1
Sentence 8,충전은,B-긍정,B-충전,B-1,B-1
Sentence 8,확실하게,I-긍정,I-충전,I-1,I-1
Sentence 8,안정적으로,I-긍정,I-충전,I-1,I-1
Sentence 8,잘,I-긍정,I-충전,I-1,I-1
Sentence 8,됩니다,I-긍정,I-충전,I-1,I-1
Sentence 9,무게도,B-긍정,B-무게,B-1,B-1
Sentence 9,가볍습니다,I-긍정,I-무게,I-1,I-1
Sentence 9,겉표면에,B-부정,B-기타,B-3,B-3
Sentence 9,더럽고,I-부정,I-기타,I-3,I-3
Sentence 9,끈적거리는,I-부정,I-기타,I-3,I-3
Sentence 9,테이프스티커,I-부정,I-기타,I-3,I-3
Sentence 9,같은게,I-부정,I-기타,I-3,I-3
Sentence 9,왜,I-부정,I-기타,I-3,I-3
Sentence 9,붙어있는지,I-부정,I-기타,I-3,I-3
Sentence 9,새제품,I-부정,I-기타,I-3,I-3
Sentence 9,맞는지,I-부정,I-기타,I-3,I-3
Sentence 9,의심스럽네,I-부정,I-기타,I-3,I-3
Sentence 10,으레,O,O,0,0
Sentence 10,보배가,O,O,0,0
Sentence 10,그렇듯이(),O,O,0,0
Sentence 10,선이,O,O,0,0
Sentence 10,자꾸,O,O,0,0
Sentence 10,빠져여,O,O,0,0
Sentence 10,그리고,O,O,0,0
Sentence 10,보통,O,O,0,0
Sentence 10,폰이랑,O,O,0,0
Sentence 10,보배랑,O,O,0,0
Sentence 10,가만히,O,O,0,0
Sentence 10,안두고,O,O,0,0
Sentence 10,손으로,O,O,0,0
Sentence 10,들기만하눈,O,O,0,0
Sentence 10,데,O,O,0,0
Sentence 10,됏다가안됏다가,O,O,0,0
Sentence 10,성능,B-긍정,B-배터리용량,B-1,B-2
Sentence 10,자체는,I-긍정,I-배터리용량,I-1,I-2
Sentence 10,조아욤,I-긍정,I-배터리용량,I-1,I-2
Sentence 10,풀충,I-긍정,I-배터리용량,I-1,I-2
Sentence 10,두번정도,I-긍정,I-배터리용량,I-1,I-2
Sentence 10,할수잇고,I-긍정,I-배터리용량,I-1,I-2
Sentence 10,고속충전이라,B-긍정,B-고속충전,B-1,B-1
Sentence 10,충전두빠르구여,I-긍정,I-고속충전,I-1,I-1
Sentence 10,다만,B-부정,B-케이블,B-1,B-1
Sentence 10,케이블선이좀아쉽네여,I-부정,I-케이블,I-1,I-1
Sentence 11,이거,B-부정,B-잔량표시,B-2,B-2
Sentence 11,좀,I-부정,I-잔량표시,I-2,I-2
Sentence 11,이상합니다,I-부정,I-잔량표시,I-2,I-2
Sentence 11,제가,I-부정,I-잔량표시,I-2,I-2
Sentence 11,불량이,I-부정,I-잔량표시,I-2,I-2
Sentence 11,걸린건지,I-부정,I-잔량표시,I-2,I-2
Sentence 11,모르겠는데,I-부정,I-잔량표시,I-2,I-2
Sentence 11,분명,I-부정,I-잔량표시,I-2,I-2
Sentence 11,어제까지만해도,I-부정,I-잔량표시,I-2,I-2
Sentence 11,불3개가,I-부정,I-잔량표시,I-2,I-2
Sentence 11,들어와있었는데,I-부정,I-잔량표시,I-2,I-2
Sentence 11,오늘,I-부정,I-잔량표시,I-2,I-2
Sentence 11,사용하려고,I-부정,I-잔량표시,I-2,I-2
Sentence 11,핸드폰을,I-부정,I-잔량표시,I-2,I-2
Sentence 11,꽂았는데,I-부정,I-잔량표시,I-2,I-2
Sentence 11,배터리가,I-부정,I-잔량표시,I-2,I-2
Sentence 11,없답니다,I-부정,I-잔량표시,I-2,I-2
Sentence 11,그리고,O,O,0,0
Sentence 11,배터리,O,O,0,0
Sentence 11,자체도,O,O,0,0
Sentence 11,충전이,O,O,0,0
Sentence 11,엄청,O,O,0,0
Sentence 11,느려요,O,O,0,0
Sentence 12,왜그러는지,O,O,0,0
Sentence 12,모르겠어요,O,O,0,0
Sentence 13,고객센터,O,O,0,0
Sentence 13,가기도,O,O,0,0
Sentence 13,귀찮은데,O,O,0,0
Sentence 13,",,,,",O,O,0,0
Sentence 13,아오,O,O,0,0
Sentence 14,제품,B-부정,B-기타,B-2,B-2
Sentence 14,자체는,I-부정,I-기타,I-2,I-2
Sentence 14,마음에,I-부정,I-기타,I-2,I-2
Sentence 14,"드는데,",I-부정,I-기타,I-2,I-2
Sentence 14,제조일자가,I-부정,I-기타,I-2,I-2
Sentence 14,2019년이라서,I-부정,I-기타,I-2,I-2
Sentence 14,2점,I-부정,I-기타,I-2,I-2
Sentence 14,뺐습니다,I-부정,I-기타,I-2,I-2
Sentence 15,좋은데,B-부정,B-그립감,B-1,B-2
Sentence 15,미끄러워서,I-부정,I-그립감,I-1,I-2
Sentence 15,사용하기,I-부정,I-그립감,I-1,I-2
Sentence 15,불편해요,I-부정,I-그립감,I-1,I-2
Sentence 15,ㅠㅠ,I-부정,I-그립감,I-1,I-2
Sentence 16,제조연월일이,B-부정,B-기타,B-1,B-1
Sentence 16,좀,I-부정,I-기타,I-1,I-1
Sentence 16,오래,I-부정,I-기타,I-1,I-1
Sentence 16,되어서,I-부정,I-기타,I-1,I-1
Sentence 16,아쉬워요,I-부정,I-기타,I-1,I-1
Sentence 17,무게감은,B-긍정,B-무게,B-1,B-1
Sentence 17,딱좋고,I-긍정,I-무게,I-1,I-1
Sentence 17,제폰에,B-부정,B-충전,B-1,B-2
Sentence 17,충전하면,I-부정,I-충전,I-1,I-2
Sentence 17,어쩌다한번,I-부정,I-충전,I-1,I-2
Sentence 17,충전안되서,I-부정,I-충전,I-1,I-2
Sentence 17,한두번,I-부정,I-충전,I-1,I-2
Sentence 17,다시,I-부정,I-충전,I-1,I-2
Sentence 17,꽂아줘야돼요,I-부정,I-충전,I-1,I-2
Sentence 17,상품은,O,O,0,0
Sentence 17,그냥,O,O,0,0
Sentence 17,그래요,O,O,0,0
Sentence 18,배송도,B-긍정,B-배송,B-1,B-1
Sentence 18,빠르고,I-긍정,I-배송,I-1,I-1
Sentence 18,작동도,I-긍정,I-배송,I-1,I-1
Sentence 18,잘되서,I-긍정,I-배송,I-1,I-1
Sentence 18,좋은데,I-긍정,I-배송,I-1,I-1
Sentence 18,가격이,B-부정,B-기타,B-1,B-3
Sentence 18,저렴할때,I-부정,I-기타,I-1,I-3
Sentence 18,예상했지만,I-부정,I-기타,I-1,I-3
Sentence 18,제조일이,I-부정,I-기타,I-1,I-3
Sentence 18,좀,I-부정,I-기타,I-1,I-3
Sentence 18,지나서,I-부정,I-기타,I-1,I-3
Sentence 18,배터리가,I-부정,I-기타,I-1,I-3
Sentence 18,완전,I-부정,I-기타,I-1,I-3
Sentence 18,방전나있던게,I-부정,I-기타,I-1,I-3
Sentence 18,아쉽네요,I-부정,I-기타,I-1,I-3
Sentence 19,휴대성좋고,B-긍정,B-휴대성,B-1,B-1
Sentence 19,깔끔해요,B-긍정,B-디자인,B-1,B-1
Sentence 19,연결을,B-부정,B-충전,B-2,B-2
Sentence 19,안해도,I-부정,I-충전,I-2,I-2
Sentence 19,배터리가,I-부정,I-충전,I-2,I-2
Sentence 19,원래,I-부정,I-충전,I-2,I-2
Sentence 19,빨리,I-부정,I-충전,I-2,I-2
Sentence 19,줄어드나요,I-부정,I-충전,I-2,I-2
Sentence 19,생각보다,I-부정,I-충전,I-2,I-2
Sentence 19,빨리,I-부정,I-충전,I-2,I-2
Sentence 19,없어져서,I-부정,I-충전,I-2,I-2
Sentence 19,당황,I-부정,I-충전,I-2,I-2
Sentence 19,센터가봐야하나,I-부정,I-충전,I-2,I-2
Sentence 19,고민중입니다,I-부정,I-충전,I-2,I-2
Sentence 20,디자인은,B-부정,B-디자인,B-1,B-1
Sentence 20,별로충전은,I-부정,I-디자인,I-1,I-1
Sentence 20,빠릅니다,B-긍정,B-충전,B-1,B-1
Sentence 21,휴대성이조아요,B-긍정,B-휴대성,B-1,B-1
Sentence 21,굿굿,O,O,0,0
Sentence 22,깔끔한,O,O,0,0
Sentence 22,상품감사합니다,O,O,0,0
Sentence 22,택배박스안에,B-부정,B-배송,B-1,B-2
Sentence 22,배터리팩만,I-부정,I-배송,I-1,I-2
Sentence 22,있어서,I-부정,I-배송,I-1,I-2
Sentence 22,아쉬워요,I-부정,I-배송,I-1,I-2
Sentence 23,제품은,B-부정,B-배송,B-2,B-3
Sentence 23,맘에,I-부정,I-배송,I-2,I-3
Sentence 23,드나,I-부정,I-배송,I-2,I-3
Sentence 23,포장이,I-부정,I-배송,I-2,I-3
Sentence 23,뾱뾱이같은거,I-부정,I-배송,I-2,I-3
Sentence 23,한장도,I-부정,I-배송,I-2,I-3
Sentence 23,없이,I-부정,I-배송,I-2,I-3
Sentence 23,그냥,I-부정,I-배송,I-2,I-3
Sentence 23,담겨옴,I-부정,I-배송,I-2,I-3
Sentence 23,충격에,I-부정,I-배송,I-2,I-3
Sentence 23,예민한,I-부정,I-배송,I-2,I-3
Sentence 23,배터린데,I-부정,I-배송,I-2,I-3
Sentence 23,너무하네요,I-부정,I-배송,I-2,I-3
Sentence 23,충전줄도,B-부정,B-케이블,B-1,B-2
Sentence 23,짧아서,I-부정,I-케이블,I-1,I-2
Sentence 23,좀,I-부정,I-케이블,I-1,I-2
Sentence 23,아쉬워요,I-부정,I-케이블,I-1,I-2
Sentence 24,포장이,B-부정,B-배송,B-2,B-3
Sentence 24,아쉬웠어요,I-부정,I-배송,I-2,I-3
Sentence 24,완충제하나없이,I-부정,I-배송,I-2,I-3
Sentence 24,달랑,I-부정,I-배송,I-2,I-3
Sentence 24,배터리만,I-부정,I-배송,I-2,I-3
Sentence 24,있어서,I-부정,I-배송,I-2,I-3
Sentence 24,받을때,I-부정,I-배송,I-2,I-3
Sentence 24,"별로였네요,",I-부정,I-배송,I-2,I-3
Sentence 24,다행이,I-부정,I-배송,I-2,I-3
Sentence 24,아직까진,I-부정,I-배송,I-2,I-3
Sentence 24,기능에,I-부정,I-배송,I-2,I-3
Sentence 24,문제는,I-부정,I-배송,I-2,I-3
Sentence 24,없지만요,I-부정,I-배송,I-2,I-3
Sentence 25,배낭,B-부정,B-무게,B-1,B-2
Sentence 25,여행을,I-부정,I-무게,I-1,I-2
Sentence 25,위해,I-부정,I-무게,I-1,I-2
Sentence 25,새,I-부정,I-무게,I-1,I-2
Sentence 25,것,I-부정,I-무게,I-1,I-2
Sentence 25,선택하였는데,I-부정,I-무게,I-1,I-2
Sentence 25,생각했던,I-부정,I-무게,I-1,I-2
Sentence 25,것,I-부정,I-무게,I-1,I-2
Sentence 25,보다,I-부정,I-무게,I-1,I-2
Sentence 25,좀,I-부정,I-무게,I-1,I-2
Sentence 25,무겁네요,I-부정,I-무게,I-1,I-2
Sentence 26,새기계는,B-부정,B-기타,B-1,B-2
Sentence 26,충전이,I-부정,I-기타,I-1,I-2
Sentence 26,원래,I-부정,I-기타,I-1,I-2
Sentence 26,안,I-부정,I-기타,I-1,I-2
Sentence 26,되있나요,I-부정,I-기타,I-1,I-2
Sentence 26,고장난,I-부정,I-기타,I-1,I-2
Sentence 26,건,I-부정,I-기타,I-1,I-2
Sentence 26,줄ㅎ,I-부정,I-기타,I-1,I-2
Sentence 26,괜찮아요,O,O,0,0
Sentence 27,배송은,B-긍정,B-배송,B-1,B-1
Sentence 27,빠르나,I-긍정,I-배송,I-1,I-1
Sentence 27,제품,B-부정,B-AS,B-1,B-2
Sentence 27,충전이,I-부정,I-AS,I-1,I-2
Sentence 27,안되서,I-부정,I-AS,I-1,I-2
Sentence 27,받자마자,I-부정,I-AS,I-1,I-2
Sentence 27,As갔다왔네요,I-부정,I-AS,I-1,I-2
Sentence 28,배송,B-긍정,B-배송,B-1,B-1
Sentence 28,빠르고,I-긍정,I-배송,I-1,I-1
Sentence 28,디자인도,B-긍정,B-디자인,B-1,B-1
Sentence 28,무난한,I-긍정,I-디자인,I-1,I-1
Sentence 28,것,I-긍정,I-디자인,I-1,I-1
Sentence 28,같습니다,I-긍정,I-디자인,I-1,I-1
Sentence 29,그럭저럭,B-부정,B-기타,B-1,B-1
Sentence 29,괜찮은,I-부정,I-기타,I-1,I-1
Sentence 29,듯,I-부정,I-기타,I-1,I-1
Sentence 29,한데,I-부정,I-기타,I-1,I-1
Sentence 29,가격이,I-부정,I-기타,I-1,I-1
Sentence 29,비싼,I-부정,I-기타,I-1,I-1
Sentence 29,듯,I-부정,I-기타,I-1,I-1
Sentence 30,삼성,B-부정,B-충전,B-2,B-3
Sentence 30,휴대폰에서,I-부정,I-충전,I-2,I-3
Sentence 30,최적화된,I-부정,I-충전,I-2,I-3
Sentence 30,거,I-부정,I-충전,I-2,I-3
Sentence 30,같습니다,I-부정,I-충전,I-2,I-3
Sentence 30,그런데,I-부정,I-충전,I-2,I-3
Sentence 30,생각보다,I-부정,I-충전,I-2,I-3
Sentence 30,충전하는데,I-부정,I-충전,I-2,I-3
Sentence 30,시간이,I-부정,I-충전,I-2,I-3
Sentence 30,좀,I-부정,I-충전,I-2,I-3
Sentence 30,걸리는,I-부정,I-충전,I-2,I-3
Sentence 30,거,I-부정,I-충전,I-2,I-3
Sentence 30,같습니다;;;,I-부정,I-충전,I-2,I-3
Sentence 31,무조건,B-부정,B-배송,B-2,B-3
Sentence 31,5점,I-부정,I-배송,I-2,I-3
Sentence 31,주는데,I-부정,I-배송,I-2,I-3
Sentence 31,뾱뾱이도없고,I-부정,I-배송,I-2,I-3
Sentence 31,에어쿠션도,I-부정,I-배송,I-2,I-3
Sentence 31,없어서,I-부정,I-배송,I-2,I-3
Sentence 31,3점드려요,I-부정,I-배송,I-2,I-3
Sentence 31,이렇게,O,O,0,0
Sentence 31,파시면,O,O,0,0
Sentence 31,몇백원,O,O,0,0
Sentence 31,아끼려다,O,O,0,0
Sentence 31,몇십만원,O,O,0,0
Sentence 31,손해봅니다,O,O,0,0
Sentence 31,사장님,O,O,0,0
Sentence 32,뽁뽁이,B-부정,B-배송,B-2,B-3
Sentence 32,같은거,I-부정,I-배송,I-2,I-3
Sentence 32,없이,I-부정,I-배송,I-2,I-3
Sentence 32,박스에,I-부정,I-배송,I-2,I-3
Sentence 32,상품만,I-부정,I-배송,I-2,I-3
Sentence 32,왔어요,I-부정,I-배송,I-2,I-3
Sentence 32,전자제품인데,I-부정,I-배송,I-2,I-3
Sentence 32,택배기사님은,I-부정,I-배송,I-2,I-3
Sentence 32,문앞에,I-부정,I-배송,I-2,I-3
Sentence 32,물건,I-부정,I-배송,I-2,I-3
Sentence 32,던져버리구요,I-부정,I-배송,I-2,I-3
Sentence 33,상자에,B-부정,B-배송,B-2,B-3
Sentence 33,배터리본품만,I-부정,I-배송,I-2,I-3
Sentence 33,달랑,I-부정,I-배송,I-2,I-3
Sentence 33,들어와있어요,I-부정,I-배송,I-2,I-3
Sentence 33,충진재도없이,I-부정,I-배송,I-2,I-3
Sentence 34,아이폰용으로,B-부정,B-호환성,B-2,B-2
Sentence 34,구입했는데,I-부정,I-호환성,I-2,I-2
Sentence 34,usb용이,I-부정,I-호환성,I-2,I-2
Sentence 34,없네요ㅜㅜ,I-부정,I-호환성,I-2,I-2
Sentence 35,제품은,B-부정,B-배송,B-1,B-2
Sentence 35,브랜드라,I-부정,I-배송,I-1,I-2
Sentence 35,좋으나,I-부정,I-배송,I-1,I-2
Sentence 35,포장이,I-부정,I-배송,I-1,I-2
Sentence 35,꽝입니다,I-부정,I-배송,I-1,I-2
Sentence 35,제품포장도,I-부정,I-배송,I-1,I-2
Sentence 35,정말,I-부정,I-배송,I-1,I-2
Sentence 35,얇은데,I-부정,I-배송,I-1,I-2
Sentence 35,뽁뽁이,I-부정,I-배송,I-1,I-2
Sentence 35,한장,I-부정,I-배송,I-1,I-2
Sentence 35,없이,I-부정,I-배송,I-1,I-2
Sentence 35,덜렁,I-부정,I-배송,I-1,I-2
Sentence 35,들어있더군요,I-부정,I-배송,I-1,I-2
